VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesDollars,TotalSalesQuantity,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalesToPurchaseRatio,PurchaseContribution%,UnitPurchasePrice,OrderSize,UnsoldInventoryValue
10754,PERFECTA WINES,24310,Hi! Prosecco,6.53,15.99,750.0,5470,35719.1,56199.340000000004,5966.0,21526.43,666.94,28720.52,20480.240000000005,36.44213615320038,1.0906764168190128,1.573369429800863,0.011096307876494035,6.529999999999999,Large,-3238.88
9815,WINE GROUP INC,24953,Chloe Prosecco,7.09,10.99,750.0,5037,35712.33,46386.85,4115.0,19361.88,459.35,27100.41,10674.519999999997,23.01195274091687,0.8169545364304149,1.298902927924333,0.011094204743875246,7.090000000000001,Large,6536.98
1587,VINEYARD BRANDS INC,32796,Warre's Otima 10-Yr Tawny,12.9,19.99,500.0,2766,35681.4,57747.619999999995,2838.0,40370.189999999995,219.55,6070.09,22066.219999999994,38.21147953803117,1.0260303687635575,1.618423604454982,0.011084596192634594,12.9,Large,-928.8000000000001
4425,MARTIGNETTI COMPANIES,26744,Santa Lucia Sangvs Monte Ant,6.42,11.99,750.0,5557,35675.94,63748.87,5465.0,33652.1,608.0500000000001,144929.24,28072.93,44.0367492004172,0.983444304480835,1.7868869047318725,0.011082900017730813,6.420000000000001,Large,590.64
90024,VINILANDIA USA,23635,Tortoise Creek Rose le Charm,8.1,13.99,750.0,4404,35672.4,52480.840000000004,3916.0,21768.9,437.17,2802.64,16808.440000000002,32.02776479949635,0.8891916439600364,1.4711889303775467,0.011081800299936053,8.1,Large,3952.7999999999997
1392,CONSTELLATION BRANDS INC,24456,Franciscan Est Chard Napa,8.21,14.99,750.0,4330,35549.299999999996,73061.67,4679.0,39265.36,520.25,79528.99,37512.37,51.34343356783386,1.0806004618937644,2.055221059205104,0.0110435587009149,8.209999999999999,Large,-2865.2900000000004
653,STATE WINE & SPIRITS,2085,Jesse James America's Outlaw,10.6,13.99,750.0,3352,35531.2,47752.06,3394.0,36596.0,2676.03,8014.9800000000005,12220.86,25.592319996247287,1.0125298329355608,1.3439472913946053,0.01103793585004339,10.6,Large,-445.2
1392,CONSTELLATION BRANDS INC,6216,Taylor Tawny Port,5.4,7.99,1500.0,6570,35478.0,51799.17,6483.0,31248.89,1446.3500000000001,79528.99,16321.169999999998,31.508555059859066,0.9867579908675799,1.4600363605614746,0.011021409017647572,5.4,Large,469.8
480,BACARDI USA INC,5246,Bacardi Party Drinks Zombie,9.77,12.99,1750.0,3631,35474.869999999995,52286.16,3584.0,38720.67,6587.9800000000005,89286.27,16811.290000000008,32.15246635056008,0.9870559074635087,1.4738929275850767,0.011020436668297967,9.77,Large,459.19
1392,CONSTELLATION BRANDS INC,16261,The Dreaming Tree CC Chard,8.72,12.99,750.0,4068,35472.96,48796.96,3844.0,26090.47,427.61,79528.99,13324.0,27.30497965447028,0.9449360865290068,1.375610042127863,0.011019843317736389,8.72,Large,1953.2800000000002
9165,ULTRA BEVERAGE COMPANY LLP,24887,Novelty Hill Svgn Bl,6.8,9.99,750.0,5210,35428.0,49500.45,4955.0,22986.99,552.32,68054.7,14072.449999999997,28.42893347434215,0.9510556621880998,1.3972126566557523,0.011005876280433457,6.8,Large,1734.0
9165,ULTRA BEVERAGE COMPANY LLP,2737,Teeling Irish Whiskey,27.77,34.99,750.0,1275,35406.75,40732.61,1139.0,33965.520000000004,898.4,68054.7,5325.860000000001,13.075174902860386,0.8933333333333333,1.1504193409448764,0.01099927486711746,27.77,Large,3776.72
9819,TREASURY WINE ESTATES,10254,Beringer Classic Chard,3.37,5.99,750.0,10491,35354.67,54530.87,10113.0,17840.05,1132.75,14836.57,19176.200000000004,35.16576940731003,0.9639691163854732,1.5423951065021964,0.010983095968035235,3.3699999999999997,Large,1273.8600000000001
2242,DELICATO VINEYARDS INC,24357,Bota Box Nighthawk Dark Red,12.24,21.99,3000.0,2885,35312.4,48915.0,2700.0,33161.719999999994,1215.0,7982.65,13602.599999999999,27.808647654093832,0.9358752166377816,1.385207462534407,0.010969964591994423,12.24,Large,2264.4
9165,ULTRA BEVERAGE COMPANY LLP,6904,Westland Trinity 3 Pack,57.68,74.99,600.0,612,35300.159999999996,6149.179999999999,82.0,4799.36,51.66,68054.7,-29150.979999999996,-474.0628831811721,0.13398692810457516,0.17419694414982823,0.010966162177924406,57.67999999999999,Medium,30570.4
1392,CONSTELLATION BRANDS INC,4334,Casa Noble Blanco Crystal,25.54,34.99,750.0,1380,35245.200000000004,48556.96,1304.0,39984.270000000004,1028.66,79528.99,13311.759999999995,27.414731070478865,0.9449275362318841,1.3776900116895348,0.010949088593178653,25.540000000000003,Large,1941.04
12546,JIM BEAM BRANDS COMPANY,4677,Courvoisier 12 Yr Cognac,34.61,44.99,750.0,1017,35198.37,46321.060000000005,994.0,39213.61,784.21,123880.97,11122.690000000002,24.012166388247593,0.9773844641101278,1.316000144324865,0.010934540631503913,34.61,Medium,796.03
10754,PERFECTA WINES,4513,Chauffe-Coeur Calvados VSOP,35.15,44.99,750.0,1001,35185.15,45660.93,1007.0,38263.560000000005,794.4200000000001,28720.52,10475.779999999999,22.94254628628895,1.005994005994006,1.2977329924698344,0.0109304337757845,35.15,Medium,-210.89999999999998
10754,PERFECTA WINES,1655,WhistlePig 15 Yr Old Rye,159.19,198.99,750.0,221,35180.99,21888.9,110.0,19700.010000000002,86.82000000000001,28720.52,-13292.089999999997,-60.72525343895763,0.497737556561086,0.6221797624228312,0.010929141452048284,159.19,Medium,17670.09
3664,WILLIAM GRANT & SONS INC,2994,Hudson Manhattan Rye,35.96,49.99,750.0,978,35168.88,45890.82,918.0,38042.39,724.1800000000001,30234.420000000002,10721.940000000002,23.364019209070577,0.9386503067484663,1.3048701010666248,0.010925379423095027,35.96,Medium,2157.6
653,STATE WINE & SPIRITS,16758,Dolin Sweet Red Vermouth,8.55,12.99,750.0,4113,35166.15,55176.56,3944.0,38038.81,436.87,8014.9800000000005,20010.409999999996,36.266142724374255,0.9589107707269633,1.569024758183651,0.010924531335643136,8.55,Large,1444.95
10754,PERFECTA WINES,34393,Valckenberg Gewurz Pfalz,8.05,13.99,750.0,4367,35154.35,51944.92,4308.0,31661.79,478.13,28720.52,16790.57,32.323796051663955,0.9864895809480192,1.4776242484927185,0.010920865609660605,8.049999999999999,Large,474.95000000000005
9165,ULTRA BEVERAGE COMPANY LLP,2715,Teeling Single Grain Whiskey,39.99,49.99,750.0,879,35151.21,27858.8,620.0,22405.09,489.0,68054.7,-7292.41,-26.176324895544678,0.7053469852104665,0.7925417076681002,0.010919890153763559,39.99,Medium,10357.41
8112,MOET HENNESSY USA INC,18806,Moet & Chandon Grand Vintage,36.42,54.99,750.0,965,35145.3,47361.16,884.0,36020.29,97.7,48347.26,12215.86,25.792991556794636,0.9160621761658031,1.3475816111969452,0.01091805418422485,36.42,Medium,2950.02
9165,ULTRA BEVERAGE COMPANY LLP,2474,The Glenrothes Triple Pack,29.1,38.99,300.0,1207,35123.7,25304.510000000002,649.0,19495.0,206.38,68054.7,-9819.189999999995,-38.80411041351915,0.5376967688483845,0.7204397600480589,0.010911344041748351,29.099999999999998,Large,16237.800000000001
480,BACARDI USA INC,40175,M & R Asti 4 Pak,8.21,11.99,187.0,4275,35097.75,48919.2,4080.0,27493.07,118.35,89286.27,13821.449999999997,28.253630476377367,0.9543859649122807,1.3937987477829774,0.010903282551134227,8.21,Large,1600.9500000000003
9165,ULTRA BEVERAGE COMPANY LLP,2625,Nikka Coffey Grain Whisky,43.16,59.99,750.0,812,35045.92,46018.6,740.0,38687.78,583.72,68054.7,10972.68,23.84401089994046,0.9113300492610837,1.3130943630528176,0.010887181315738074,43.16,Medium,3107.5199999999995
3252,E & J GALLO WINERY,8905,Livingston Cellars Red Rose,7.84,11.99,3000.0,4463,34989.92,53307.54,4446.0,36941.19,2000.7,61966.91,18317.620000000003,34.362155897646005,0.9961909029800583,1.5235113426952678,0.010869784650058265,7.84,Large,133.28
4692,KOBRAND CORPORATION,8496,Jadot Chardonnay,11.62,14.99,750.0,3011,34987.82,46787.84,3016.0,22375.56,2375.17,9139.38,11800.019999999997,25.2202709079966,1.0016605778811025,1.3372607953282027,0.010869132275095273,11.62,Large,-58.099999999999994
480,BACARDI USA INC,2624,Dewars 18 Yr Old Founders Rv,46.76,64.99,750.0,748,34976.48,42753.56,644.0,36269.53999999999,508.13,89286.27,7777.0799999999945,18.19048519000522,0.8609625668449198,1.2223517060607583,0.010865609450295114,46.760000000000005,Medium,4863.04
4425,MARTIGNETTI COMPANIES,14004,Layer Cake Virgin Chard,8.9,12.99,750.0,3929,34968.1,50555.68,3832.0,29856.350000000002,425.12,144929.24,15587.580000000002,30.832499928791385,0.9753117841689998,1.4457657121776706,0.010863006163538025,8.9,Large,863.3000000000001
9552,M S WALKER INC,35294,Mionetto Prosecco Brut,3.44,4.99,187.0,10161,34953.840000000004,48022.17,9383.0,11021.27,264.72,55551.82,13068.329999999994,27.21311844092009,0.9234327329987206,1.3738739434637222,0.010858576226884563,3.4400000000000004,Large,2676.32
9819,TREASURY WINE ESTATES,16837,Beringer Classic Pink Moscat,3.42,5.99,750.0,10219,34948.979999999996,57972.46,10154.0,28928.8,1131.54,14836.57,23023.480000000003,39.714512718625365,0.9936392993443586,1.6587740185836612,0.010857066444827347,3.4199999999999995,Large,222.29999999999998
653,STATE WINE & SPIRITS,16761,Dolin Dry White Vermouth,8.84,12.99,750.0,3949,34909.159999999996,54001.4,3860.0,35492.63,427.74,8014.9800000000005,19092.240000000005,35.355083386727024,0.977462648771841,1.5469120425699159,0.010844696172910026,8.84,Large,786.76
3924,HEAVEN HILL DISTILLERIES,6448,Dubonnet Rouge,6.03,9.49,750.0,5789,34907.67,58171.86,5764.0,30378.03,641.44,14069.87,23264.190000000002,39.992171472598606,0.9956814648471238,1.6664492359415568,0.010844233297341046,6.029999999999999,Large,150.75
1128,BROWN-FORMAN CORP,2250,Jack Daniels Family 4 Pk/50m,9.69,12.99,50.0,3602,34903.38,48646.33,3267.0,21948.19,168.34,68601.68,13742.950000000004,28.25074368405593,0.9069961132704053,1.393742669048098,0.010842900588488075,9.69,Large,3246.1499999999996
9552,M S WALKER INC,22584,Cambria Katherines Chard,11.91,21.99,750.0,2930,34896.299999999996,52837.03,2897.0,29497.87,321.95,55551.82,17940.730000000003,33.95484189781296,0.9887372013651877,1.5141155366041674,0.010840701152898554,11.909999999999998,Large,393.03000000000003
9552,M S WALKER INC,47014,Juan Gil Jumilla Rd,8.16,13.99,750.0,4276,34892.16,57635.95,4205.0,27046.34,468.56,55551.82,22743.789999999994,39.461117583730285,0.9833956969130028,1.6518309557218582,0.010839415042257229,8.16,Large,579.36
1590,DIAGEO CHATEAU ESTATE WINES,45460,New Harbor Svgn Bl Marlboro,6.53,9.99,750.0,5343,34889.79,55559.91,5309.0,26502.760000000002,591.5500000000001,7259.75,20670.120000000003,37.20330000534558,0.9936365337825191,1.5924403672249103,0.010838678790513279,6.53,Large,222.02
2000,SOUTHERN WINE & SPIRITS NE,12479,Geyser Peak Cab Svgn,7.94,15.99,750.0,4392,34872.48,57755.93,4407.0,29574.47,490.38,19016.59,22883.449999999997,39.620953207748535,1.0034153005464481,1.6562036884098863,0.010833301356889754,7.94,Large,-119.10000000000001
9819,TREASURY WINE ESTATES,33038,Beringer Fndrs Est Chard,10.8,15.99,1500.0,3227,34851.6,60151.74,3326.0,35486.38,742.29,14836.57,25300.14,42.06052892235536,1.0306786488999071,1.7259391247460663,0.010826814885829138,10.799999999999999,Large,-1069.2
9165,ULTRA BEVERAGE COMPANY LLP,2414,Brooklyn Gin,30.3,39.99,750.0,1150,34845.0,33493.33,867.0,26377.170000000002,683.58,68054.7,-1351.6699999999983,-4.035639334757094,0.7539130434782608,0.9612090687329603,0.010824764564516875,30.3,Large,8574.9
6785,PALM BAY INTERNATIONAL INC,6390,Chamucos Blanco Tequila,31.74,39.99,750.0,1097,34818.78,28211.7,830.0,24574.77,654.8000000000001,13605.41,-6607.079999999998,-23.419645040887286,0.7566089334548769,0.8102437822347596,0.010816619197121792,31.74,Large,8474.58
7245,PROXIMO SPIRITS INC.,8476,1800 Reposado Gold Tequila,8.98,14.49,375.0,3877,34815.46,49957.46,3754.0,41636.8,1469.0900000000001,38994.78,15142.0,30.309787567262227,0.9682744389992262,1.4349217273016068,0.010815587823370774,8.98,Large,1104.54
1392,CONSTELLATION BRANDS INC,4309,Paul Masson Gr Amber Brandy,7.08,8.99,750.0,4913,34784.04,44388.52,5048.0,23878.34,3976.78,79528.99,9604.479999999996,21.637306222419664,1.027478119275392,1.2761174377674358,0.010805827051305426,7.08,Large,-955.8
8112,MOET HENNESSY USA INC,26787,Moet & Chandon Imperial,6.86,10.49,187.0,5070,34780.2,56903.66,5084.0,21277.600000000002,145.04,48347.26,22123.460000000006,38.878799711653,1.0027613412228797,1.6360935244765702,0.01080463413708738,6.859999999999999,Large,-96.04
4425,MARTIGNETTI COMPANIES,38369,Oyster Bay Pnt Nr Marlboro,9.0,14.99,750.0,3860,34740.0,52515.12,3388.0,26166.11,377.0,144929.24,17775.120000000003,33.84762331305728,0.877720207253886,1.5116614853195165,0.010792145816367232,9.0,Large,4248.0
2242,DELICATO VINEYARDS INC,25521,Z Alexander Brown Uncaged Pn,12.9,19.99,750.0,2693,34739.7,33757.6,2240.0,17748.26,249.17000000000002,7982.65,-982.0999999999985,-2.90927080124179,0.8317861121425919,0.9717297501129831,0.010792052619943947,12.899999999999999,Large,5843.7
17035,PERNOD RICARD USA,1238,The Glenlivet 12 Yr Single,3.56,4.99,50.0,9754,34724.24,46272.270000000004,9273.0,21192.530000000002,476.7,123780.22,11548.030000000006,24.956696526883174,0.9506868976830019,1.3325639380444325,0.010787249897597342,3.5599999999999996,Large,1712.3600000000001
4692,KOBRAND CORPORATION,15824,Nozzole Chianti Clsc RSV,10.73,18.99,750.0,3232,34679.36,59229.27,3373.0,33212.13,374.91,9139.38,24549.909999999996,41.448949142881546,1.0436262376237624,1.7079112763326658,0.010773307712673954,10.73,Large,-1512.93
4425,MARTIGNETTI COMPANIES,16695,Ch Hyot Brdx Castillon,10.27,15.99,750.0,3376,34671.52,43333.340000000004,2766.0,22808.45,307.53000000000003,144929.24,8661.820000000007,19.988812309413508,0.8193127962085308,1.2498252167773436,0.01077087217947878,10.27,Large,6264.7
10754,PERFECTA WINES,3681,OuterSpace Vodka,23.07,29.99,750.0,1502,34651.14,23632.12,788.0,16374.539999999999,621.02,28720.52,-11019.02,-46.62730216332687,0.5246338215712384,0.6820012270880553,0.010764541035790307,23.07,Large,16471.98
3252,E & J GALLO WINERY,37657,Maso Canali Pinot Grigio Tr,12.16,17.99,750.0,2845,34595.2,49688.38,2762.0,27542.69,307.05,61966.91,15093.18,30.375673346565137,0.9708260105448154,1.436279599482009,0.010747163009395154,12.159999999999998,Large,1009.28
4692,KOBRAND CORPORATION,8744,Jadot Bourgogne Pinot Noir,12.32,17.99,750.0,2807,34582.24,50669.17,2783.0,32119.359999999997,308.63,9139.38,16086.93,31.74895108800875,0.991449946562166,1.4651789473440704,0.010743136923909255,12.319999999999999,Large,295.68
8352,LUXCO INC,7991,Stock Italian X Dry Vermouth,7.24,9.99,1500.0,4771,34542.04,47056.73,4827.0,33554.62,7588.67,10261.6,12514.690000000002,26.59489939058664,1.0117375812198701,1.3623031529116405,0.010730648603189107,7.24,Large,-405.44
9815,WINE GROUP INC,12495,Cupcake Malbec,4.66,6.99,750.0,7401,34488.66,60351.79,7621.0,30607.99,847.69,27100.41,25863.129999999997,42.85395677576423,1.0297257127415214,1.749902431697839,0.01071406585293932,4.66,Large,-1025.2
8892,TRINCHERO FAMILY ESTATES,41033,Menage a Trois White,5.91,8.99,750.0,5835,34484.85,55806.58,5842.0,30154.48,649.51,11595.97,21321.730000000003,38.2064803111031,1.0011996572407884,1.6182926705495313,0.010712882258363601,5.91,Large,-41.370000000000005
2000,SOUTHERN WINE & SPIRITS NE,8749,Lugny Les Charmes Macon,9.8,14.99,750.0,3514,34437.2,53034.02,3398.0,23654.84,378.93,19016.59,18596.82,35.065831328645274,0.9669891861126921,1.5400212560835376,0.01069807955979855,9.799999999999999,Large,1136.8000000000002
9165,ULTRA BEVERAGE COMPANY LLP,26275,Fathom Merlot 13,8.55,12.99,750.0,4025,34413.75,39320.73,3027.0,16237.5,338.13,68054.7,4906.980000000003,12.479371568127048,0.7520496894409938,1.1425877737822818,0.010690794706045132,8.55,Large,8532.900000000001
9165,ULTRA BEVERAGE COMPANY LLP,12943,Middle Sister Drama Queen Pi,4.6,9.99,750.0,7481,34412.6,71732.46,7554.0,40044.69,839.53,68054.7,37319.86000000001,52.02646054519809,1.0097580537361315,2.0844824279479033,0.010690437453089206,4.6,Large,-335.79999999999995
4425,MARTIGNETTI COMPANIES,25510,K Volk Pnt Nr San Benito,13.01,18.99,750.0,2644,34398.44,46316.61,2439.0,23718.51,271.41,144929.24,11918.169999999998,25.731956634995516,0.9224659606656581,1.3464741424320406,0.01068603858191017,13.010000000000002,Large,2667.05
90056,SWEET BABY VINEYARD,16670,Sweet Baby Vyds White Peach,8.27,11.99,750.0,4159,34394.93,44602.8,3720.0,31677.58,411.83,703.64,10207.870000000003,22.88616409732125,0.8944457802356336,1.2967841481288085,0.010684948183757738,8.27,Large,3630.5299999999997
1392,CONSTELLATION BRANDS INC,24592,Vendange Cab Svgn,4.69,9.99,1500.0,7328,34368.32,61116.33,7667.0,26973.73,1717.4,79528.99,26748.010000000002,43.76573331546577,1.0462609170305677,1.7782751673634325,0.010676681661012386,4.69,Large,-1589.91
2242,DELICATO VINEYARDS INC,12343,Bota Box Znfdl,11.18,17.99,3000.0,3072,34344.96,55937.67,3033.0,44439.95,1364.8500000000001,7982.65,21592.71,38.601375423752906,0.9873046875,1.6287009797070662,0.010669424766185952,11.18,Large,436.02
8004,SAZERAC CO INC,539,Bowman's Vodka,4.2,5.79,1000.0,8171,34318.2,47211.66,8154.0,4400.4,8561.7,50293.62,12893.460000000006,27.309906069814122,0.9979194713009424,1.375703271150585,0.010661111645228956,4.199999999999999,Large,71.4
3252,E & J GALLO WINERY,16394,Ghost Pines Red L Martini,9.03,17.99,750.0,3800,34314.0,58908.86,3514.0,32980.7,390.6,61966.91,24594.86,41.75069760304307,0.9247368421052632,1.7167587573585126,0.010659806895302971,9.03,Large,2582.58
3960,DIAGEO NORTH AMERICA INC,3743,Smirnoff Sorbet Pine/Coconut,8.02,10.99,750.0,4275,34285.5,58174.03,4897.0,41019.54,3859.4,257032.07,23888.53,41.06390772652333,1.1454970760233918,1.6967531463738315,0.010650953235090925,8.02,Large,-4988.44
480,BACARDI USA INC,4244,Castillo Gold Rum,9.84,12.99,1750.0,3481,34253.04,33674.36,3164.0,13280.6,5814.26,89286.27,-578.6800000000003,-1.7184587917929257,0.9089342143062339,0.9831057330969747,0.010640869382091522,9.84,Large,3119.2799999999997
1128,BROWN-FORMAN CORP,12227,Korbel Sweet Rose,8.44,12.99,750.0,4058,34249.52,52288.090000000004,3891.0,27801.39,432.68,68601.68,18038.570000000007,34.49842975713974,0.9588467225234105,1.5266809578645193,0.010639775877391648,8.44,Large,1409.48
653,STATE WINE & SPIRITS,19260,The Beach House Pinot Grigio,6.45,10.99,750.0,5302,34197.9,51982.42,5258.0,30571.14,583.79,8014.9800000000005,17784.519999999997,34.21256647920585,0.991701244813278,1.5200471373973254,0.010623739879491797,6.45,Large,283.8
1392,CONSTELLATION BRANDS INC,16328,Black Box Chard,2.75,3.99,500.0,12427,34174.25,52523.04,12396.0,24606.210000000003,938.96,79528.99,18348.79,34.93474482817446,0.9975054317212522,1.536918586362539,0.010616392894789519,2.75,Large,85.25
3252,E & J GALLO WINERY,11440,Peter Vella Sangria B/B,9.14,13.99,5000.0,3732,34110.48,55133.22,3678.0,42691.520000000004,2758.5,61966.91,21022.739999999998,38.13080389645299,0.9855305466237942,1.6163132269026996,0.010596582441746638,9.14,Large,493.56000000000006
2242,DELICATO VINEYARDS INC,15138,Black Stallion Cab Svgn Napa,15.58,23.99,750.0,2189,34104.62,54276.04,2196.0,29914.89,244.17000000000002,7982.65,20171.42,37.16450205283952,1.0031978072179077,1.5914571105029172,0.010594762004945144,15.580000000000002,Large,-109.06
8004,SAZERAC CO INC,5820,Dr McGillicuddy's Peppermint,11.93,15.99,750.0,2857,34084.01,20369.44,1456.0,13136.61,1147.24,50293.62,-13714.570000000003,-67.32914601481437,0.5096254812740637,0.5976245165988391,0.010588359410665485,11.930000000000001,Large,16713.93
8112,MOET HENNESSY USA INC,27802,Moet & Chandon Imperial,16.33,24.49,375.0,2081,33982.73,48049.38,1962.0,32155.37,113.06,48347.26,14066.649999999994,29.27540376171346,0.9428159538683325,1.4139352547602855,0.010556896298164574,16.330000000000002,Large,1943.2699999999998
480,BACARDI USA INC,4670,Bacardi Dragon Berry Rum,2.87,4.49,375.0,11838,33975.06,57972.990000000005,11651.0,33294.53,4573.9800000000005,89286.27,23997.930000000008,41.395018611253285,0.9842034127386383,1.7063395914532604,0.010554513576275926,2.8699999999999997,Large,536.69
4692,KOBRAND CORPORATION,19896,Masi Soave 2012 Classico,6.62,11.49,750.0,5131,33967.22,51121.74,7426.0,17316.74,831.03,9139.38,17154.519999999997,33.556213070994836,1.4472812317287078,1.5050316157754446,0.010552078043080755,6.62,Large,-15192.9
9165,ULTRA BEVERAGE COMPANY LLP,6600,Patron Roca Reposado Tequila,57.96,79.99,750.0,586,33964.56,23721.699999999997,330.0,17582.559999999998,260.28000000000003,68054.7,-10242.86,-43.179283103656154,0.5631399317406144,0.6984250642434349,0.010551251701460962,57.959999999999994,Medium,14837.76
9552,M S WALKER INC,2818,Rough Rider Straight Bourbon,25.57,32.99,750.0,1328,33956.96,39653.98,1202.0,32198.24,947.9200000000001,55551.82,5697.020000000004,14.366830265209202,0.9051204819277109,1.167771791114399,0.010548890725404419,25.57,Large,3221.82
1392,CONSTELLATION BRANDS INC,38441,Toasted Head Cab Svgn,6.7,10.99,750.0,5065,33935.5,55479.340000000004,4966.0,30578.850000000002,552.0,79528.99,21543.840000000004,38.832185098092374,0.9804540967423495,1.634846694464499,0.01054222407459212,6.7,Large,663.3000000000001
8664,"STOLI GROUP,(USA) LLC",3455,Stolichnaya Gluten Free 80*,14.38,19.99,750.0,2359,33922.42,22225.329999999998,1267.0,12642.849999999999,998.57,18544.49,-11697.09,-52.62954475816558,0.5370919881305638,0.6551811456847713,0.010538160710536907,14.379999999999999,Large,15702.960000000001
3960,DIAGEO NORTH AMERICA INC,2795,George Dickel Rye,18.74,25.99,750.0,1810,33919.4,48836.84,1916.0,38071.03,1511.1000000000001,257032.07,14917.439999999995,30.54546526761354,1.0585635359116021,1.4397907981862885,0.010537222533209175,18.740000000000002,Large,-1986.4399999999998
9815,WINE GROUP INC,41712,Fish Eye Chard,3.28,4.99,750.0,10340,33915.2,56803.55,10181.0,26472.170000000002,1134.55,27100.41,22888.350000000006,40.293872478040555,0.9846228239845262,1.6748699698070484,0.010535917783283189,3.28,Large,521.52
9165,ULTRA BEVERAGE COMPANY LLP,4317,Pyrat XO Reserve Rum,23.73,34.99,750.0,1429,33910.17,53157.47,1553.0,45371.740000000005,1225.22,68054.7,19247.300000000003,36.20808138536316,1.086773967809657,1.5675966826471235,0.010534355189919447,23.73,Large,-2942.52
3252,E & J GALLO WINERY,8701,Sheffield Cream Sherry,6.7,9.99,1500.0,5043,33788.1,48960.99,4901.0,31498.47,1092.41,61966.91,15172.89,30.989753270920378,0.9718421574459647,1.449060172072416,0.010496433565284907,6.699999999999999,Large,951.4
480,BACARDI USA INC,8654,M & R Sweet Vermouth,3.55,5.29,375.0,9515,33778.25,50572.4,9560.0,34866.39,552.08,89286.27,16794.15,33.20813329009499,1.0047293746715713,1.4971882794401723,0.010493373616053727,3.55,Large,-159.75
12546,JIM BEAM BRANDS COMPANY,1520,Pinnacle Vodka Cane 4/50mls,3.02,3.99,50.0,11162,33709.24,48075.51,12049.0,9923.130000000001,628.72,123880.97,14366.270000000004,29.88271991290369,1.079466045511557,1.4261819607917594,0.010471935332150805,3.02,Large,-2678.7400000000002
1392,CONSTELLATION BRANDS INC,21951,Ruffino Aziano Chianti Clsc,8.27,12.99,750.0,4076,33708.52,51363.72,4028.0,32014.98,446.82,79528.99,17655.200000000004,34.372899782180895,0.9882237487733072,1.523760758407667,0.01047171166073492,8.27,Large,396.96
1189,BULLY BOY DISTILLERS,3342,Bully Boy Old Fashioned RTD,21.53,27.99,750.0,1564,33672.92,26673.73,1127.0,19920.579999999998,888.48,609.39,-6999.189999999999,-26.240012176774673,0.7205882352941176,0.7921418754298707,0.01046065235183847,21.529999999999998,Large,9408.61
9165,ULTRA BEVERAGE COMPANY LLP,2302,St George Botanivore Gin,23.43,29.99,750.0,1437,33668.91,38447.18,1282.0,31189.6,1011.1500000000001,68054.7,4778.269999999997,12.428141673849673,0.8921363952679193,1.1419193552746434,0.010459406626313901,23.430000000000003,Large,3631.65
516,BANFI PRODUCTS CORP,8978,Riunite Lambrusco,10.78,14.99,3000.0,3122,33655.159999999996,49737.85,3115.0,36089.439999999995,1401.75,8510.41,16082.690000000002,32.33491194331883,0.9977578475336323,1.4778669897870045,0.010455135123580017,10.78,Large,75.46
7239,REMY COINTREAU USA INC,8637,Metaxa Ouzo,13.48,18.99,750.0,2494,33619.119999999995,45723.17999999999,2482.0,34554.259999999995,1956.65,16978.67,12104.059999999998,26.4724806979742,0.9951884522854851,1.3600350038906432,0.010443939126596084,13.479999999999999,Large,161.76
7153,PINE STATE TRADING CO,8655,Plomari Ouzo,12.3,15.99,750.0,2733,33615.9,47849.829999999994,2717.0,30275.87,2140.86,15884.82,14233.929999999993,29.747085830816943,0.9941456275155507,1.4234284966340331,0.010442938818319494,12.3,Large,196.8
9552,M S WALKER INC,19215,Dom Vacheron Sancerre Blanc,18.79,27.99,750.0,1789,33615.31,46821.439999999995,1656.0,27072.43,183.81,55551.82,13206.129999999997,28.205305091001044,0.9256567915036333,1.3928605745417786,0.010442755532020367,18.79,Large,2499.0699999999997
9165,ULTRA BEVERAGE COMPANY LLP,169,Twisted Shotz Multi Pack,13.17,16.99,1100.0,2552,33609.840000000004,43256.54,2546.0,16701.17,2941.7599999999998,68054.7,9646.699999999997,22.301136429312184,0.9976489028213166,1.2870201107770818,0.010441056250569146,13.170000000000002,Large,79.02
1485,CASTLE BRANDS CORP.,4276,Goslings Gold Seal Rum,23.84,30.99,1750.0,1409,33590.56,26668.469999999998,1053.0,21176.66,1936.05,8497.59,-6922.09,-25.95608221993988,0.7473385379701917,0.7939275201127935,0.01043506682709938,23.84,Large,8487.039999999999
4425,MARTIGNETTI COMPANIES,25163,Colavita Pnt Nr,3.24,4.99,750.0,10367,33589.08,51731.33,10367.0,7804.360000000001,1164.5,144929.24,18142.25,35.07014028056112,1.0,1.5401234567901234,0.010434607058077843,3.24,Large,0.0
7154,PREMIER DISTRIBUTORS,8252,Gazdina Rakija Plum Brandy,16.01,20.49,750.0,2098,33588.98,41181.0,2050.0,25576.8,1615.6,432.37,7592.019999999997,18.435734926300956,0.9771210676835081,1.2260271077002038,0.010434575992603416,16.01,Large,768.48
9552,M S WALKER INC,5609,Integre Vodka,4.68,5.99,750.0,7171,33560.28,2575.7,430.0,916.47,338.44,55551.82,-30984.579999999998,-1202.9576425825987,0.05996374285315856,0.07674846574581619,0.010425660201442512,4.68,Large,31547.879999999997
